,text,user
215,jakie masz zdanie nt.uchodzcow z syrii?,Anonymous
216,"Lauro, masz wręcz nieskazitelną cerę! Widać, że porządnie oczyszczasz skórę, chciałam spytać, czy poza Foreo i żelem do mycia twarzy, używasz jakichś pilingów albo maseczek oczyszczających? Jeśli tak to jakich? Pozdrawiam <3",Anonymous
217,tylko Foreo i żele :),Laura
218,Laura mam dość prywatne pytanie.gdzieś przeczytałam że masz wadę wzroku-5 i -3. Pewnie nosisz soczewki zazwyczaj ale czy okulary j ie były by lepsze dla ciebie? Nie myślalas o laserowen operacji oczu? Pozdrawiam ciepło sexy kobietO?,Anonymous
219,"-4 i -3, tak czy siak ślepa. zabieram się do laserowej korekty od x lat, przez miesiąc przed nie wolno nosić soczewek a to jeszcze mi się nie udało. bardzo chcę sobie kupić okulary i nosić je po domu + raz na jakiś czas na ulicę jak będę miała ochotę. myślałam o modelu Banks Oliver Peoples, można je dostać stacjonarnie tylko w Warszawie, muszę przymierzyć. ew. korekcyjne CLubmastery",Laura
220,"Laurka, jakie buty na zimę? ",Anonymous
221,"zrobię posta! bo jeszcze nic nie kupiłam, będę się rozglądać to przy okazji wrzucę tutaj moje typy",Laura
222,"o co chodzi z tym, że zmieniłaś imię? czemu pousuwałaś wszystkie komentarze na ten temat? nawet jeśli to zrobiłaś to to jakiś wstyd czy co?",Anonymous
223,"ktoś przyszedł trolować w głupi sposób, usuwam takie rzeczy. nie zmieniłam imienia, nazywam się Laura od urodzenia XD",Laura
224,pasek w solarze kupiłaś? jaki rozmiar?,Anonymous
225,"tak, S",Laura
226,"podlinkuj prosze te spodnie z cos, ktore masz a zdjeciu na insta ;( i jaki masz ich rozmiar?",Anonymous
227,http://www.cosstores.com/pl/Women/Denim/Slim-fit_cropped_jeans/359710-20547863.1#c-22755 rozmiar 26,Laura
228,"jej, jaka laleczka! uwielbiam baby doll face, najlepszy typ urody (niestety sama tak nie wyglądam :<). nosek jest cudny! będziesz wiecznie wyglądać jak 16-latka teraz :D",Anonymous
229,dziękuję! :) ,Laura
230,taa szczególnie w okolicy 40+ komiczna dzidzia-piernik....,Anonymous
231,ehh co byśmy zrobili bez takich słodkich jadziczek <33 a ssss mała bestyjko!,Anonymous
232,Hahaha kocham te komentarze <3 Made my dayA fotki jak zwykle mega! Pięknie wyglądasz ;3,Tynka.
233,"Kocham, kocham, kocham",Anonymous
234,Musiałaś prosić o zgodę na robienie zdjęć w muzeum ?,Just M.
235,"pytałam, jeżeli to nie jest jakaś sesja że zwala się pół ekipy z blendą oświetleniem itp. to można robić bez problemu",Laura
236,Wow. Pod mega wrażeniem ♥♥♥ cudowniehttp://wear-owska.blogspot.com/,Basia Budzisz
237,Co to za muzeum? Świetnie wyglądasz!,Daria z VademecumStylu.pl
238,co to za muzeum?,cigarettersoverfood
239,Muzeum sztuki wspolczesnej w Pawilonie Czterech Kopuł ,Laura
240,"Brawa dla Emmanuela, ostatnimi czasy widać, jak rozwinęła się jego perspektywa. Zgrany z Was duet!",Anonymous
241,:),Laura
242,Laura ile ważysz? masz taką idealną figurę *_*,Anonymous
243,"nie wiem, długo się nie ważyłam, myślę, że z 58 kilosów",Laura
244,A ile masz wzrostu? :),Anonymous
245,A ile masz wzrostu? :),Anonymous
246,Niesamowite zdjęcia <3,Ev
247,Masz bardziej poglądy lewicowe czy prawicowe?,Anonymous
248,"tematy polityczne = smród i cyrk instant w komentarzach, nie chcę się wypowiadać na ten temat",Laura
249,"przecież widać, że lewicowe!",Anonymous
250,"to znaczy, ze prawicowe <3",Anonymous
251,chciała głosować na korwina to chyba prawica XD,Anonymous
252,Link do sukienki nie działa... a jak Ci się ta podoba? https://www.mustache.pl/ona/odziez/sukienki-i-tuniki/daisy-dress?gclid=CMHpyL-G3c0CFeEp0wodrocCQQ,Anonymous
253,też fajna,Laura
254,"Laura, skąd jest ta sukienka? Link nie działa :(",Anonymous
255,"już działa, chyba mieli coś ze stroną",Laura
256,"Laura, polecisz jakieś ładne, skórzane portfele do 200zł? Szukam, szukam i albo za drogie, albo brzydkie.. :(",Anonymous
257,"polowałabym na wyprzedażach furli, można dostać taniej, szczególnie w sklepach internetowych. bo w cenie 200zł rzeczywiście trudno znaleźć naprawdę ładny portfel. a Wittchen? mają czasami ładne rzeczy, ale nie kojarzę jaka to półka cenowa",Laura
258,Jaki kolor włosów masz naturalnie?,Anonymous
259,"brązowy, taki średni, jaśniejszy niż teraz :) odrostem bym się nie sugerowała, bo te włosy odrastają jakieś takie brzydkie i wypłowiałe + kontrast do ciemnych",Laura
260,"Lauro zastanawiam się, dlaczego w tym poście jak i w pozostałych Twoja figura różni się np. od ostatniego zdjęcia w sesji dla KMAG. Na blogu w sesjach wyglądasz w miarę szczupło (szczupłe uda i łydki). Wydaje mi się, że przy #wearekinky ktoś dodał Ci kilogramów, a masz sylwetkę która tego nie potrzebuje.",Anonymous
261,"wyszłam tam +5kg chyba przez to, że okolice kostki jakoś dziwnie wyszły, ale max mi się podoba to zdjęcie, jest takie kobiece i hmm włoskie trochę :)",Laura
262,"To zdjęcie jest przepiękne. Tylko nie wiem co za geniusz umieścił talię na zgięciu dwóch stron, wygląda jakby tyłek wyrastał z biustu.Lauraaa, co z postem o ustach? Będzie zgodnie z zapowiedzią w tym tygodniu czy będzie tak jak post o ćwiczeniach i pielęgnacji włosów, czyli nigdy? :DDD",Anonymous
263,"tekst już gotowy, jutro zrobię zdjęcia i publikuję :)",Laura
264,+ 10 kg Ci dodali :(,Anonymous
265,"Podobają Ci się? Myślisz, że warto kupić??https://www.zalando.pl/pieces-josse-sandaly-black-pe311i009-q11.htmlhttps://www.zalando.pl/birkenstock-florida-klapki-bialy-bi111b03f-002.html",Anonymous
266,nie podobają mi się,Laura
267,"I was a daisy-fresh girl, and look what you've done to me.",Anonymous
268,Zdjęcia są cudowne! Co za klimat❤ ,Angieness
269,Farbowałaś kiedyś włosy szamponami koloryzującymi? Polecasz jakieś?,Anonymous
270,"tak, te drogeryjne to badziewie podobnie jak farby",Laura
271,"polecam szampony koloryzujace i odzywki bleach london szczegolnie, jezeli chcecie zaszalec z kolorami, sa genialne i praktycznie obojetne dla zdrowia wlosa, no i cena 6£ w boots :)",Anonymous
272,Polecasz filozofię jako kierunek studiów? Wybrałaś tak dla samodoskonalenia się czy raczej masz już jakieś plany zawodowe na po studiach? ,Anonymous
273,"bardzo. dla siebie, moje plany na przyszłość nie mają/nie będą miały żadnego związku ze studiami",Laura
274,"Lauro, a czy nie zdając matury z filozofii mam szansę na tych studiach? Myślisz, że dam radę na bieżąco ogarnąć materiał, który inni opanowali ucząc się do matury? Czy zazwyczaj jest duży przesiew po pierwszym roku?",Anonymous
275,A jakie masz wrażenia po studiowaniu i na UŚ i na UWr?,Anonymous
276,"No to jest jakiś żart! Pojechałam dziś na drugi koniec mojej 'wsi' do jedynej księgarni, gdzie czasem mają K Mag. Ucieszyłam się bo od wejścia widziałam nowe wydanie, podchodzę bliżej i co? Magazyn jest obrzydliwie wymacany, zatłuszczony i pogięty ale wali mnie to. Szukam stron z Tobą, aby upewnić się, że jesteś w przyzwoitym stanie i co? STRONA 111/112 WYRWANA, a na tej gdzie widać pośladek w kabaretkach koś ewidentnie jeździł paluchem przez pół godziny, na reszcie wszędzie ślady łap, śliny (?) i tłuszczu (zapewne z zapieksów z pobliskiego baru bistro) oraz zagięcia i dziwne, głębokie rysy- agonia! Zastanawiałam się, czy aby nie są to śladów zębów, ale potem mi przyszło do głowy, że wyglądają bardziej jak ząbki rozporka YKK..ale masz tu fanów! Podejrzewam ekspedienta, bo kiedy podeszłam do niego z gazetą zgłosić ten gwałt, to dziwnie zburaczył i mamrotał coś pod nosem. Kokokoszmar, po tym incydencie przez pół godziny wcierałam żel antybakteryjny w samochodzie i teraz czekam na wyniki badań krwi. Daj Boże, żeby to był minus..",Anonymous
277,haha w jakim miescie takie kosmosy sie dzieja? :D,Anonymous
278,"hahahahahahh, kocham Cię za ten prześmieszny komentaarz, na pewno byśmy się polubiły :D",Laura
279,"hahahaha nieźle :D Anonymous 2:41 polecam zamówić na stronie k-mag.pl, mają darmową wysyłkę ;)",Anonymous
280,"Lauro, wiesz może co to za rzeźby za Tobą?",Anonymous
281,"Magdalena Abakanowicz, rzeźby to tzw. Abakany",kokoshka
282,"""tłum"" Abakanowicz",Laura
283,Laura jadę w sierpniu na koncert Rihanny i kompletnie nie wiem co ubrać :( mogłabyś pomoc? ,Anonymous
284,"Ile miałaś lat, kiedy przeniosłaś się do Wrocławia? Licencjat skończyłaś w Kato? :)",Anonymous
285,"tak, w Kato :) w pazdzierniku miną 2 lata",Laura
286,Lokalizacja + sukienka = sztos!,LenaMagdaSpot
287,Love the off the shoulder dress and the shoes are so cute!xxClaudiawww.trendenciesblog.com ,Trendencies Blog
288,Ile płacisz miesięcznie za mieszkanie? Jest takie śliczne ,Anonymous
289,"Kochana którą torebkę najczęściej nosisz tak na co dzień, teraz okresem letnim? Szukam czegoś nowego, wartego inwestycji, bo mam tylko (albo aż) dwie torby: dużą czarną z Mumu, którą noszę jesienią/zimą i dużą starą listonoszkę z takiej niewyprawionej skóry, ale szczerze powiedziawszy trochę mi się znudziła i nie pasuje do wielu rzeczy więc szukam porady- którą z Twoich nosi Ci się najlepiej i najwygodniej oraz 100% nie żałujesz jej zakupu?",Anonymous
290,"moją ulubioną torebką bez względu na porę roku jest Ingrid Mumu. a teraz najczęściej noszę ten mały worek Mongrei, jest brzydszy niż Ingrid ale fajnie, że taki mały. beżowy worek ecid tez często zakładam :) ",Laura
291,co to za spodnie? normalna długość? https://www.instagram.com/p/BHXUQprB4Nf/,Anonymous
292,http://www.horkruks.com/2016/04/satin.html,Laura
293,masz może zdjęcie całej sylwetki? https://www.instagram.com/p/BHXUQprB4Nf/,Anonymous
294,wyglądasz zjawiskowo!,Jeans Please!
295,"Hej Laura, nurtuje mnie pytanie czy paliłaś albo palisz papierosy? XD",Anonymous
296,"paliłam, rzucilam z 1,5 roku temu",Laura
297,Lauro jakie miałaś rozszerzenia w liceum?,Anonymous
298,hist-wos a na maturze pisałam rozszerzony polski i historię sztuki,Laura
299,Planujesz karierę związaną tylko z blogiem itp czy raczej coś więcej?,Anonymous
300,nie wiem jeszcze jak to się wszystko potoczy :),Laura
301,Co sądzisz o Kim K? Oglądasz KUWTK?,Anonymous
302,"podoba mi się jej twarz, nie oglądam",Laura
303,https://www.zalando.pl/mint-berry-portfel-black-m3251fa02-q11.html co powiesz?,Anonymous
304,nie podoba mi się,Laura
305,mogłabyś pokazać kiedyś swoje zdjęcie z dzieciństwa? :) ,Anonymous
306,niestety nie mam tutaj - mam wszyskie w albumach w Katowicach  :),Laura
307,A pokażesz nam kiedyś?:) i jakieś z okresu nastoletniego :D,Anonymous
308,jak masz tu pomalowane oczy? pięknie i twarzowo to wygląda :),Anonymous
309,"beże z palety naked + tusz, to samo co zwykle :)",Laura
310,"Cudownie się na Ciebie patrzy w takim otoczeniu... Muzea i sztuka, ogólnie, to chyba moja ulubiona sceneria. Czy ta instalacja z tyłu jest autorstwa pani Abakanowicz?",wielokropka
311,tak :),Laura
312,Co to za japońska bajka na snapie?,Anonymous
313,Naruto,Laura
314,Laura poleć proszę jakąś książkę. Może coś ostatnio czytałaś?,Anonymous
315,"zbiór ""w obronie przegranych spraw"" Zizka z rzeczy wartych uwagi",Laura
316,http://answear.com/99352-buffalo-buty-chester.html?gclid=Cj0KEQjwte27BRCM6vjIidHvnKQBEiQAC4MzrUXCpg0OvED4crPLHNitEUQ4lkiXIEgDBI-ICmJ5maEaAsVs8P8HAQ&gclsrc=aw.ds podobają Ci się?Nie mogę się napatrzeć na Twoją sesję! :),Anonymous
317,"nie kupiłabym, ale są ciekawe",Laura
318,"Jak sie sprawuje solgar? Czy moge zapytac, jak dlugo stosujesz i kiedy bylo widac efekty? Chcialam kupic dwa tygodnie temu, ale nie mieli w aptece, wiec wzielam biotebal i dotychczas nie zauwazylam zadnej zmiany w kondycji wlosow, paznokci albo skory :(",Anonymous
319,"super, już kilka miesięcy, po pierwszym miesiącu stosowania widziałam efekty",Laura
320,Lubisz mieso? Ile razy w tyg jesz mięso lub słodycze? Co sadzisz o weganizmie//wegetarianizmie zdecydowalabys się?,Anonymous
321,"lubię. słodycze rzadko, niezbyt często mam ochotę na słodkie, tylko lody bardzo lubię. raczej nie, zbyt bardzo lubię mięso",Laura
322,Lorcia podobają Ci sie Balagany na białej słoninie o np te https://transparentshopping.com/balagan/index.php?route=product/product&path=81&product_id=92 ? mozesz powiedzieć jak wyglądają podeszwy w modelu Opera po miesiącu normalnego chodzenia? bo ich nie podbijałaś niczym prawda? maja duże wgniecenia?,Anonymous
323,"brudzą się jak jasne buty, ale nie są poobdzierane ani nic, polecam, na pewno kupię jeszcze u nich buty. te na białej słoninie jakoś mi się nie podobają",Laura
324,nosisz biustonosze tylko bez usztywniaczy? Jakie mogłabyś polecić co sadzisz o perilli albo bigcartel?  ;),Anonymous
325,"noszę, le petit trou, perilla też spoko, dużo tych marek z taką bielizną. lubię staniki marki Cosabella",Laura
326,Wyszłaś za mąż? ,Anonymous
327,"haha, nie, po prostu najbardziej lubię nosić pierścionki na serdecznym palcu",Laura
328,jesteś osoba która często się stresuje/denerwuje czymkolwiek?jak reagujesz gdy ktoś cię wnerwi itd?;),Anonymous
329,ogólnie jestem typem osoby nerwowej i dużo glupich rzeczy mnie stresuje :D ,Laura
330,"Hej, czy na lato nie chcesz przerzucić się na jakiś lżejszy podkład niż Clarins?",Anonymous
331,często używam kremu BB Urban Decay na całą twarz a Clarinsem tylko okolice nos-policzki ,Laura
332,"Gdybyś nie miała możliwości powiększenia ust i poprawienia nosa, miałabyś teraz dużo niższą samoocenę? ",Anonymous
333,"na pewno mam teraz wyższą samoocenę niż przed zabiegami. ogólnie przed czułam się atrakcyjnie, nos i za male w moim odczuciu usta draznily mnie, ale nie spędzaly snu z powiek, w sensie, ze to nie byl olbrzymi kompleks powodujący wstyd czy mający wpływ na osobowość (bo są ludzie, ktorzy są wycofani i zamknieci w sobie, bo cale zycie czuli się zle i niepewnie przez np. bardzo brzdki nos) - taka skala problemu to nie była, ale zawsze mi przeszkadzał i chcialam to zmienic :)",Laura
334,"Laura masz w planach jeszcze tatuaże?jeśli tak to jakie miejsca ,zajmiesz i co to będzie :D",Anonymous
335,"na razie nie, stracilam zainteresowanie tatuażami zupełnie, nie mam ochoty na nic nowego :)",Laura
336,"Laura, baaardzo potrzebuje twojej pomocy.. masz świetne wyczucie estetyki i kiedyś mówiłaś, że gdybyś miała urządzać mieszkanie, to meble byłyby w stylu lat 60.. Ja teraz urządzam swoje i szukam jakiegoś łóżka i biurka właśnie w tym klimacie, czy orientujesz sie może gdzie mogłabym takie kupić? (nie chce w ikei bo tam mają bardzo ""pospolite"" rzeczy) Gdybyś urządzała mieszkanie, w jakim sklepie byś ich szukała? Mogłabyś wysłać jeszcze jakieś linki do zdjęć łóżka i biurka (niekoniecznie z jakiś konkretnych sklepów), które ci się podobają? Z góry dziękuję za odpowiedź <33",Anonymous
337,"kiedyś miałam w zakładkach folder ze sklepami z designerkimi meblami i rzeczami do domu, długo to gromadziłam i przepadło, później podeślę kilka sklepów, bo teraz nie mogę przypomnieć sobei adresów :)",Laura
338,"Dzieki kochana, jesteś niesamowita!! :*Kiedy mogę sie spodziewać zdjeć i gdzie? Gabrysia ",Anonymous
339,"Laura, czym teraz malujesz brwi? Polecasz benefit gimme brow czy moze to co stosujesz jest lepsze?",Anonymous
340,"obecnie pędzel Shaquda + brązowy cień ale Benefit też jest super, szczegolnie jezeli nie zależy Ci na efekcie kosmatości, który lubię a obecną metodą łatwiej mi go uzyskać",Laura
341,A jakiego cienia używasz? ,Anonymous
342,Ile h dziennie sypiasz i o której chodzisz spać ?,Anonymous
343,"różnie a śpię długo, jak nie muszę to wstaję przed 10, nie jestem typem rannego ptaszka :D",Laura
344,"Lusiu pewnie widziałas durne komenty pod Twoimi zdjęciami na insta misbhv, troche Cię już obserwuję i wiem, że raczej masz w poważaniu opinie innych, ale tam jest czysty debilizm xd Ty i gruba? lool bardzo Cie lubie, bo zawsze tu odpisujesz i jesteś mega pomocna i tylko chcialam wyrazic swoja opinię-wyglądasz świetnie, apetycznie i wcale nie tanio! Emi robił zdjęcia czy to samowyzwalacz/kamerka?pokaż im wszystkim hehe!buziaczki :*",Anonymous
345,Masz prawo jazdy? :D,Anonymous
346,"Którą galerię handlową we Wrocławiu lubisz najbardziej? Jeśli musisz iść, to do której najczęściej? :) ",Anonymous
347,"bardzo rzadko robię zakupy stacjonarnie, po pierwsze w centrach handlowych nic ciekawego nie ma, po drugie nie lubię w nich przebywać. najczęściej kupuję przez Internet, ale jak już to Magnolia wydaje mi się najfajniejsza",Laura
348,co to za miejscówka ze snapa gdzie jeździsz na rowerze? super to wyglada :D,Anonymous
349,"Laura napisz coś na temat swoich brwi,jak często je regulujesz i jak je malujesz??(jakie produkty uzywasz)",Anonymous
350,"które balagany w praktyce nosisz częściej? mogę spytać jak wygądają ich podeszwy po jakims 1,5 miesiaca noszenia?",Anonymous
351,"Lorka, kiedy jakieś Levisy?",Anonymous
352,"Czesc Laura! :) pisze tutaj, poniewaz nie chcialam Ci spamowac pod najnowszym postem. Po pierwsze - pieknie wyglada Twoj nosek po zabiegu! Z profilu wyglafa bajecznie - taka miekka linia miedzy czolem a nosem, wiesz o co mi chodzi. Chcialabym się spytac - gdzie wykonywalas zabieg? Jechalas do Poznania?:) + czy mialas pelne znieczulenie, narkoze? Tego sie niestety troche u siebie obawiam, przy ewentualnym zabiegu - moje serducho nie zawsze smiga tak, jak bym chciala, wiec nie chcialabym mu fundowac dodatkowych wrazen, orientujesz sie moze, czy znieczulenie miejscowe wchodzi w gre? I ostatnie pytanie - widzialam na stronie dr Skupina cene +/- 10 tysiecy - ta cena dotyczy wszystkich ""modeli"" nosa? Moj chcialabym troche zwezyc i zlikwidowac garbek. Ogolnie nos nie wyglada zle i nie jest szpecacy, ale do idealnych nie nalezy, i jesli jego zmiana mialaby mi dodac +1835925 do samooceny, to czemu nie :D pozdrawiam Cie goraco i z gory dziekuje za odpowiedz! :) :* ",Anonymous
353,"Czy wolałabyś wiadomość w formie maila/pytania są niewygodne? Jeśli nie chcesz, oczywiście nie musisz odpowiadać :)",Anonymous
354,"napisz proszę na maila :) chętnie odpowiadam na pytania o nos, ale nie chcę tego robić na blogu, bo nawiązują się głupie dyskusje i robi się bałagan",Laura
355,"Lauro, Kasia Tusk znowu cię wyróżniła na blogu. Gratulacje!!!",Anonymous
356,"Przepraszam ale jak dla mnie ta stylizacja to taka Jagna w koszuli nocnej. W innej scenerii ta ""sukienka"" by się nie obroniła. ",Anonymous
357,"Przepiekne zdjecia! Nie pamietam, kiedy widzialam ostatnio cos tak wpadajacego w oko! A Twoja figura mistrzowska :)",Martyna Krajewska
358,"Cieszę się, że dziewczyny coraz otwarciej o tym mówią! Sama poddaję się raz na kilka miesięcy zabiegowi modelowania ust preparatami Juvederm i naprawdę nie ma się czego bać. Aby uzyskać efekt kaczego dzioba, przerysowania czy grudek trzeba się naprawdę postarać... albo chodzić do szemranych gabinetów, w których używają chińskich podróbek, albo trafić na niedoświadczonego lekarza pozbawionego poczucia estetyki. Swoją drogą w artykule jest malutki błąd - własny tłuszcz nie jest stałym implantem i bardzo szybko się wchłania (czasami nawet szybciej niż wypełniacze). Pozdrawiam!",Anonymous
359,http://www.zara.com/pl/pl/kobieta/torebki/trf/torba-typu-worek-we-wz%C3%B3r-krokodylej-sk%C3%B3ry-c269206p2117047.html podoba Ci się? czy lepsza ta: http://www.zara.com/pl/pl/kobieta/torebki/torba-na-rami%C4%99-w-w%C4%99%C5%BCowy-wz%C3%B3r-z-zapi%C4%99ciem-c269200p1985419.html ?,Anonymous
360,piękny <3,myga
361,"hej Laurka, Twój biust nie wydaje się tego potrzebować, ale jak jest z podtrzymywaniem przez ten model i ten z poprzedniego posta? moim piersiom daleko do ideału i nie są miseczką A, ale bardzo mnie kuszą te maleństwa.",Anonymous
362,"Ojeju, śliczny <3 le feminin ma 2 śliczne modele- melisa i la perla. Laura, mogłabyś pomóc znaleźć skórzaną,klasyczną, dość dużą torbę w cenie do ok. 500 zł? Liczę na Ciebie :*",Anonymous
363,To ten ze zdjęcia na instagramie? ,Adelajda
364,"Lora, mam takie pytanie dotyczące wszystkich soft/lace bra. Czy nie przeszkadza Ci to jak wyglądają w nich piersi pod bluzkę, tj. chodzi mi o to, że jednak te staniki nie 'formują' ich tak idealnie jak te usztywniane i przez cieńsze bluzki to widać.",Anonymous
365,"Lauro mogłabyś mi podsunąć przykład (a najlepiej kilka) porządnych, wygodnych, cieplejszych butów na zimę? Mam kilka par botków na obcasie, czy sztybletów ale przydałaby mi się jedna para na gorszą pogodę. Wszystkie które mam są typowo jesiennymi modelami, i nie wyobrażam sobie biegania kiedy będzie śnieg i lód w botkach na obcasie, czy cienkich sztybletach. Chciałabym jedne buty bardziej zimowe, na grubszej podeszwie itd.Chodzi mi o buty za wyjątkiem emu i timberlandow, niestety oba modele już mi się przejadły :( Przychodzi ci do głowy coś poza nimi? Będę bardzo wdzięczna jeżeli coś podsuniesz :( ",Anonymous
366,Sprzedam t-shirt z COSa :) http://allegro.pl/cos-t-shirt-koszulka-w-bialo-szare-paski-zara-i4823278994.html,Anonymous
367,"Szukam delikatnego, złotego łańcuszka i chyba kupię ten co masz z apartu. Może wpadło Ci coś ostatnio w oko równie ładnego?",Anonymous
368,http://www.zara.com/pl/pl/shoes---bags/trf/buty/botki-z-linii-trf-na-p%C5%82askiej-podeszwie-c665019p2367417.html podobaja Ci sie t buty? ;),Anonymous
369,"Ładne, takie francuskie...Właśnie ostatnio zauwayłam Twoje niesamowite podobieństwo do francuskiej aktorki, chyba Emanuelle Beart w młodości. Ja nie rozumiem tych porównań Twojej urody do typu włoskiego. Mnie kojarzysz sie z sama subtelnością. Ostatnio masz przepiękny kolor włosów.",Anonymous
370,"Laura! wybieram się do Wrocławia niebawem, mogłabyś polecić ciekawe tamtejsze miejsca? mam na myśli knajpki, galerie sztuki, sklepy? z góry dzięki za pomoc :*",Anonymous
371,"polecam bar krvn, lokal kontynuacja, machine organika, sztrass burgera i vinyl cafe (wszystko to w okolicach rynku) oraz galerię U. nie wiem co  dokładnie teraz jest w muzeum współczesnym ale też ogólnie polecam.",Anonymous
372,"Piękny ten biustonosz, zdecydowanie lepiej wygląda na ig :) Laura, mam pytanie z innej beczki - mogłabyś doradzić coś odnośnie Sylwestra? Oklepany temat, ale tak samo oklepane wydają mi się propozycje sieciówek... wszędzie brokaty. Byłabym wdzięczna, gdybyś mogła zdradzić jakiś swój typ sukienki, może spódnicy + góra na imprezę w lokalu w stylu strogonow, wódka i tańce? :P",Anonymous
373,"Hej Laura, co myślisz (100 % wełny)? Który kolor byś wybrała? http://shop.benetton.com/pl_en/woman/autumn-winter-1/mployza-me-stroggyli-laimokopsi-70963.html",Anonymous
374,chcę <3,Gosia Baszak
375,"Laura, w piątek idę na 18-stkę do klubu. Solenizanci zażyczyli sobie eleganckie stroje. Chcę ubrać obcisłą sukienkę, która sięga mi za kolana. Problem w tym, że nie mam butów na obcasie. Jedynie czarne botki za kostkę. Mam tylko 163 cm wzrostu i boję się, że bardzo sobie skrócę nogi. Co o tym sądzisz? Dodam, że to jest ta sukienka i nie jestem pewna, czy te buty pasują... http://instagram.com/p/sarfNzuOcg/",Anonymous
376,kolejna perełka do kolekcji :),Jeans Please!
377,bardzo ładny ale chyba nie do Twoich piersi,Anonymous
378,"hej. mam jeszcze jedno zapytanie co do tego zegarka casio (;p). Czy był ok na Twoj nadgarstek bo z tego co widzę, masz tak szczupły jak ja  ;p Nie orientuję się za bardzo jak to jest z tymi zegarkami na branzolecie ; x",Anonymous
379,"on jest regulowany, więc spoczko ;) przekładasz zapięcie i blokujesz",Laura
380,uff to super. Dzięki za odp :)),Anonymous
381,a jaki to model?,Anonymous
382,poka włosy ! :>,Anonymous
383,"tutaj suche: http://i39.tinypic.com/2nh3r4l.jpg i uja widać a nie fiolet, jak już mówiłam nie wyszło jak miało wyjść buu",Laura
384,lauro gdzie kupilas kolnierzyk z tego zdjęcia? a włosy są spoczko,Anonymous
385,jak dla mnie bardzo spoko te włosy. :)m.,Anonymous
386,"to nie to co chciałam ale złe nie są, więc zostawiam i odczekam jakiś miesiąc a potem znowu rozjaśnię i już na pewno złapie na blondzie ;)",Laura
387,"oj, tam dla mnie są spoczi. Też bym sobie coś zrobiła na swoich brązowych, ale mam nową pracę i wolę się nie narażać. :(m.",Anonymous
388,http://followgram.me/horkruks/162171116436460830_19525388 łooo boziu jaki słodziak <3,Anonymous
389,kiedyś dawałaś linka do jakiegoś obrazu średniowiecznego z bekowym diabłem. mogłabyś jeszcze raz podać linka albo chociaż tytuł obrazu i autora? z góry dzieki :),Anonymous
390,Pacher 'diabeł pokazuje księgę św. Augustynowi',Laura
391,"Faktycznie zdjęcia są niesamowite, też chciałabym to zobaczyć na własne oczy. Przerażajaca pustka i świadomość, że kiedyś było tam życie.",Anonymous
392,"W Polsce też są takie magiczne miejscówki, jak np opuszczone szpitale psychiatryczne :- )",Anonymous
393,co gdzie jak? mogłabyś napisać o tym dcoś więcej?,Anonymous
394,http://www.opuszczone.com/,Anonymous
395,Na początek polecam opuszczone miasto w Polsce,Anonymous
396,Też chciałabym jechac w te strony. Z kim się zabierasz? Pojedźmy razem haha ;),Anonymous
397,http://www.opuszczone.com/galerie/uk_prypec/index.php polecam.Też bardzo chcę tam się wybrać. Jak widać na tej stronie w Polsce też jest parę takich miejsc.,Liquorice
398,http://www.zara.com/webapp/wcs/stores/servlet/product/pl/pl/zara-S2012/199002/726556/TORBA%2BBOWLING%2BMI%C4%98KKApodoba ci się?,Anonymous
399,ja jadę na pewno :) przygoda życia IMO,Panna Araven
400,jakie sklepy z torebkami bys poleciła?,Anonymous
401,"byłaś kiedyś na jakichś wakacjach w ciepłych krajach, nastawionych tylko na leżenie i nic nie robienie? np Ehipt etc? jeśli tak, to gdzie dokładnie i jakie wspomnienia?",Anonymous
402,"widziałam, że na ostatnim zdjeciu masz kołnierzyk, a taki Ci się podoba? http://allegro.pl/bialy-wiazany-kolnierzyk-koronkowy-vintage-retro-i2252683552.html czy uważasz, że jest 'dziecinny' ?",Anonymous
403,"zbyt duży, wygląda jak kołnierz koszul, w które przebierała nas w przedszkolu dyrektorka jak ktoś przyszedł nieodpowiednio ubrany na akademię",Laura
404,"brałabym bluzkę z kiss, ale nie mam forsy :< zdj piekne.",cassie
405,Jedziesz tam???ło zazdroszczę a prooszę powiedz z kim??;) Twoja fanka xd,Anonymous
406,http://www.zara.com/webapp/wcs/stores/servlet/product/pl/pl/zara-S2012/199002/726556/TORBA%2BBOWLING%2BMI%C4%98KKA  podoba ci się ta torebka?,Anonymous
407,brzydka nie jest ale nie kupiłabym,Laura
408,http://allegro.pl/listing/user.php?us_id=2845948 Zapraszam :),Anonymous
409,"byłaś kiedyś na jakichś wakacjach w ciepłych krajach, nastawionych tylko na leżenie i nic nie robienie? np Egipt etc? jeśli tak, to gdzie dokładnie i jakie wspomnienia?",Anonymous
410,"Ja też baaardzo chętnie bym się tam wybrała. Kiedyś znalazłam nawet ""wycieczkę"" (bo tak łatwiej o przepustki) gdzie jest sporo wolnych godzin na zwiedzanie Prypecia na własną rękę. Myślę, że taka opcja jest całkiem spoko. Szkoda tylko, że duża część rzeczy została stamtąd po prostu wyniesiona, bo każdy chciał wziąć coś na pamiątkę. A tutaj są zdjęcia z negatywu, które jakiś facet ""przemycił"" i wywołał (jeśli Cię to w ogóle interesuje :)) http://www.mikofoto.net/index.php?showimage=154PozdroPola",Anonymous
411,"noo, dobra jest!  <3",cassie
